,tipo_transaccion,nombre_comercio,giro_nombre,mcc_nombre,fecha_transaccion,ope_pais,entry_mode,sexo_cliente,estado_cliente,edad_cliente,monto_transaccion,id_cliente,tiempo,cluster,hormiga
125,TDC,ZORRO PACHUCA         PACHUCA DE SOHI,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",06/02/23,MX,CARD PRESENT,M,MEXICO,30,82.01,827,90,4,1
126,TDC,AME*SPOTIFY CR        MEXICO DF    001,OTROS,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),15/11/22,MX,CARD NOT PRESENT,F,JALISCO,24,84.3,5851,7,4,
127,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),27/01/23,MX,CARD NOT PRESENT,M,CHIHUAHUA,29,19.93,8031,80,4,
128,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,20,26.03,5674,14,4,
129,TDD,PAYPAL1               MEXICO DF    DF,AGREGADOR,AGREGADOR,10/02/23,MX,CARD NOT PRESENT,F,SONORA,19,15.94,1239,94,4,0
130,TDD,OXXO SANTA MONICA AGU AGUASCALIENTEAG,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",26/11/22,MX,CARD PRESENT,M,AGUASCALIENTES,36,117.74,1855,18,4,
131,TDC,STR*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",04/03/23,MX,CARD NOT PRESENT,M,JALISCO,31,124.95,626,116,4,1
132,TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,10/02/23,MX,CARD NOT PRESENT,M,NUEVO LEON,25,448.58,8230,94,3,
133,TDD,SR PAGO*MILLAS RETIRO MIGUEL HIDALG001,AGREGADOR,AGREGADOR,29/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,53,59.85,4372,21,4,
134,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",28/12/22,MX,CARD NOT PRESENT,M,MEXICO,30,113.84,827,50,4,1
135,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,30/01/23,MX,CARD NOT PRESENT,F,MEXICO,27,308.6,8095,83,2,
136,TDC,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",16/12/22,NL,CARD NOT PRESENT,F,NUEVO LEON,25,29.88,8309,38,4,
137,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),25/02/23,MX,CARD NOT PRESENT,M,CHIHUAHUA,29,59.85,8031,109,4,
138,TDC,D LOCAL*RAPPI         CIUDAD DE MEX001,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,25/02/23,MX,CARD NOT PRESENT,M,JALISCO,19,16.56,9748,109,4,
139,TDC,OPENPAY*ROTOPLAS SERVICDMX         CMX,AGREGADOR,AGREGADOR,15/02/23,MX,CARD NOT PRESENT,M,NUEVO LEON,39,174.12,4654,99,2,
140,TDC,FINCA DON PORFIRIO    CIUDAD DE MEXDF,RESTAURANTE,RESTAURANTES,25/02/23,MX,CARD PRESENT,M,MEXICO,30,36.85,827,109,4,1
141,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,15/01/23,MX,CARD NOT PRESENT,M,JALISCO,30,84.8,1641,68,4,
142,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),28/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,35,82.8,3626,81,4,
143,TDD,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",18/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,24,110.08,9082,40,4,
144,TDC,PAY*RAPPI COMERCIO E  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",15/01/23,MX,CARD NOT PRESENT,M,QUERETARO,39,236.37,1509,68,2,1
145,TDD,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",15/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,28.26,7719,7,4,
146,TDC,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",18/02/23,MX,CARD NOT PRESENT,M,MEXICO,35,50.24,4299,102,4,
147,TDD,STR*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",24/02/23,MX,CARD NOT PRESENT,M,CHIAPAS,29,41.4,557,108,4,1
148,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,20/11/22,MX,CARD NOT PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,20,197.89,194,12,2,0
149,TDD,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",16/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,41,38.48,9073,100,4,
150,TDC,NETPAY*TAQUERIA KEYON GARCIA NL    019,COMIDA RAPIDA,COMIDA RAPIDA,15/02/23,MX,CARD PRESENT,F,NUEVO LEON,37,207.06,5064,99,2,
151,TDC,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",09/02/23,MX,CARD NOT PRESENT,M,MEXICO,23,188.09,5728,93,2,
3700,TDC,CONEKTA*OXXO          MONTERREY NL 019,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",06/12/22,MX,CARD NOT PRESENT,M,CHIAPAS,34,19.93,344,28,4,1
153,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",11/12/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,45,59.85,5846,33,4,
154,TDD,DLOCAL*RAPPI          CIUDAD DE MEX09,AGREGADOR,AGREGADOR,18/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,74.07,6640,40,4,
155,TDD,PIZZA DEPRIZZA        SN NICOLAS DE019,COMIDA RAPIDA,COMIDA RAPIDA,07/02/23,MX,CARD PRESENT,F,NUEVO LEON,42,98.77,7271,91,4,
156,TDD,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",13/12/22,MX,CARD NOT PRESENT,F,NUEVO LEON,44,82.8,9305,35,4,
157,TDC,7ELEVEN T2784 MODENA  APODACA NL   NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",05/02/23,MX,CARD PRESENT,F,NUEVO LEON,37,74.07,5064,89,4,
158,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",11/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,44,131.63,9305,3,4,
159,TDD,OXXOPLAZA MESON TLC   CALIMAYA EM  EM,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",03/02/23,MX,CARD PRESENT,M,MEXICO,32,83.3,378,87,4,1
160,TDC,ABAR MERZA HELIODORO HGUADALAJARA JJA,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",05/02/23,MX,CARD PRESENT,M,JALISCO,31,16.63,626,89,4,1
161,TDD,TM SUN MALL MTY       GUADALUPE NL 019,RETAIL,ROPA Y ACCESORIOS - MISCELANEOS,07/03/23,MX,CARD PRESENT,F,NUEVO LEON,27,139.54,7466,119,4,
162,TDC,CINEPOLIS DULCERIA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",18/01/23,MX,CARD PRESENT,F,MEXICO,31,49.87,4894,71,4,
163,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,04/01/23,MX,CARD NOT PRESENT,M,JALISCO,38,353.76,7645,57,2,
164,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",13/01/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,121.21,3733,66,4,
165,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",07/01/23,MX,CARD NOT PRESENT,M,MEXICO,35,132.46,4299,60,4,
166,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",01/12/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,130.1,3733,23,4,
167,TDC,OXXO LOBOS            TIJUANA BCN  BN,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",31/01/23,MX,CARD PRESENT,M,BAJA CALIFORNIA,49,57.31,6177,84,4,
168,TDC,UBER                  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",15/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,19,14.94,6575,99,4,
169,TDD,GGPoker                  help@ggpoker,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),23/01/23,GB,CARD NOT PRESENT,M,NUEVO LEON,35,103.9,3626,76,4,
170,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,15/01/23,MX,CARD NOT PRESENT,F,MEXICO,27,309.52,8095,68,2,
171,TDC,MERCADO PAGO 4        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,18/11/22,MX,CARD NOT PRESENT,F,JALISCO,31,160.47,4931,10,2,
172,TDC,OF                       London,OTROS,"MERCADEO DIRECTO, SERVICIOS POR TELEFONO.",16/12/22,GB,CARD NOT PRESENT,M,CIUDAD DE MEXICO,34,124.54,3916,38,4,
173,TDC,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",21/12/22,MX,CARD NOT PRESENT,M,JALISCO,25,51.47,2988,43,4,
174,TDD,Google Playrix Games     650-2530000,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,19/01/23,US,CARD NOT PRESENT,F,NUEVO LEON,42,34.4,7271,72,4,
175,TDC,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",07/02/23,MX,CARD NOT PRESENT,F,MEXICO,42,69.9,5814,91,4,
176,TDD,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",04/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,126.17,9305,88,4,
177,TDC,PAY*RAPPI COMERCIO E  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",08/02/23,MX,CARD NOT PRESENT,M,QUERETARO,39,227.89,1509,92,2,1
178,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,10/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,78,84.8,601,94,4,1
179,TDC,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",04/12/22,NL,CARD NOT PRESENT,M,CIUDAD DE MEXICO,26,74.78,1808,26,4,
180,TDD,STR*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",21/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,35.1,9305,74,4,
181,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",29/11/22,MX,CARD NOT PRESENT,F,MEXICO,27,104.75,8095,21,4,
182,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",29/11/22,MX,CARD NOT PRESENT,M,JALISCO,31,39.84,626,21,4,1
183,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,01/12/22,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,23,4,
184,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,20/01/23,MX,CARD NOT PRESENT,M,PUEBLA,41,245.28,2248,73,2,
185,TDD,MERPAGO*NIVEL6        CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,07/01/23,MX,CARD NOT PRESENT,M,GUANAJUATO,20,59.35,3642,60,4,
186,TDD,7 ELEVEN T 1690       COAHUILA COAHCO,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",11/02/23,MX,CARD PRESENT,M,COAHUILA DE ZARAGOZA,37,20.43,6261,95,4,
187,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",20/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,30.98,6640,42,4,
188,TDC,PANIF ATZACOALCO II   MEXICO DF    001,RETAIL,PANADERIAS,18/11/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,43,40.14,8428,10,4,
189,TDD,Google Playrix Games     650-2530000,OTROS,BIENES DIGITALES APLICACIONES,26/01/23,US,CARD NOT PRESENT,F,NUEVO LEON,42,34.4,7271,79,4,
190,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,17/01/23,MX,CARD NOT PRESENT,M,JALISCO,25,116.35,2988,70,4,
3430,TDD,D LOCAL*DIDI RIDES    CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",21/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,34.29,98,74,4,1
192,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",24/11/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,192.06,3733,16,2,
193,TDC,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",08/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,44,99.81,9305,0,4,
194,TDC,D LOCAL*RAPPI         CIUDAD DE MEX001,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,06/01/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,27,99.27,7671,59,4,
195,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",14/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,69.82,7719,6,4,
196,TDC,7 ELEVEN MORENITA MIA SANNICOLAS NNL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",03/12/22,MX,CARD PRESENT,M,NUEVO LEON,59,104.01,9575,25,4,
1049,TDD,D LOCAL*DIDI RIDES    CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",28/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,13.53,98,81,4,1
198,TDC,ANYTIME FITNESS CR    ZAPOPAN JAL  013,ENTRETENIMIENTO,"CLUBS DEPORTIVOS MEMBRESIAS, CLUB CAMPESTRE",01/02/23,MX,CARD NOT PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,41,309.35,1037,85,2,0
2694,TDC,CONEKTA*OXXODELIVERY  MONTERREY NL 019,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",06/12/22,MX,CARD NOT PRESENT,M,CHIAPAS,34,14.82,344,28,4,1
200,TDD,CINEPOLIS TAQUILLA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",12/11/22,MX,CARD PRESENT,M,GUERRERO,26,87.79,1541,4,4,0
201,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,19/12/22,MX,CARD NOT PRESENT,M,GUANAJUATO,53,109.75,4372,41,4,
202,TDC,ADO MOVIL ACCERTIFY 2 MEXICO DF    001,TRANSPORTE TERRESTRE DE PASAJEROS,AUTOBUSES FORANEOS,25/01/23,MX,CARD NOT PRESENT,M,GUERRERO,44,80.81,6656,78,4,
203,TDD,BAR ANTIK             TORREON COAH 001,RESTAURANTE,"BARES,BEBIDAS ALCOHOLICAS,TABERNAS,DISCOTECAS",12/01/23,MX,CARD PRESENT,M,COAHUILA DE ZARAGOZA,37,72.33,6261,65,4,
204,TDC,BAZ SUPER APP         CIUDAD DE MEX001,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,06/03/23,MX,CARD NOT PRESENT,M,JALISCO,19,12.69,9748,118,4,
205,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",19/12/22,MX,CARD NOT PRESENT,M,MEXICO,30,54.84,827,41,4,1
206,TDC,STR*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",18/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,94.97,3733,102,4,
207,TDD,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",16/02/23,MX,CARD NOT PRESENT,M,QUERETARO,15,62.74,7089,100,4,
208,TDC,D LOCAL*RAPPI         CIUDAD DE MEX001,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,04/12/22,MX,CARD NOT PRESENT,M,GUANAJUATO,21,18.23,7473,26,4,
209,TDC,CARGOS SKY POS SC     CIUDAD DE MEX000,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,23/12/22,MX,CARD NOT PRESENT,M,JALISCO,23,128.71,362,45,4,0
210,TDC,PAY*RAPPI COMERCIO E  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",02/02/23,MX,CARD NOT PRESENT,M,QUERETARO,39,167.89,1509,86,2,1
211,TDD,OXXO ALMARAZ          GUADALUPE NL NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",06/03/23,MX,CARD PRESENT,F,NUEVO LEON,23,22.92,4920,118,4,
212,TDD,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",31/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,23,91.29,4920,84,4,
213,TDD,BP*ENT JUEGOS2        CIUDAD DE MEX001,ENTRETENIMIENTO,"FERIAS,CIRCOS,PARQUES DE DIVERSION,ADIVINOS, LECTU",12/11/22,MX,CARD PRESENT,F,SAN LUIS POTOSI,60,209.55,6324,4,2,
214,TDD,SC*CALIENTE2          TIJUANA BCN  003,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",17/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,35,189.59,3626,9,2,
215,TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,23/01/23,MX,CARD NOT PRESENT,M,COAHUILA DE ZARAGOZA,30,59.35,4415,76,4,
216,TDD,OXXOALCANFOR MTY      APODACA NL   NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",01/03/23,MX,CARD PRESENT,M,NUEVO LEON,35,34.4,530,113,4,1
217,TDC,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",20/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,158.58,3733,104,2,
218,TDC,ENVIAFLORES COM       MONTERREY NL 000,RETAIL,FLORERIAS,03/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,34,471.03,5150,56,3,
219,TDD,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",11/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,27,93.86,7466,95,4,
220,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),28/01/23,MX,CARD NOT PRESENT,M,CHIHUAHUA,29,19.93,8031,81,4,
221,TDD,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,AGREGADOR,AGREGADOR,25/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,50.42,6640,78,4,
222,TDC,LA CONCHA ZAPOPAN     ZAPOPAN JAL  014,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",23/01/23,MX,CARD PRESENT,F,JALISCO,31,223.81,4931,76,2,
365,TDC,COPIZZA               REYNOSA TAMPS28,COMIDA RAPIDA,COMIDA RAPIDA,15/11/22,MX,CARD NOT PRESENT,M,CHIAPAS,34,281.91,344,7,2,1
224,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",17/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,27,94.72,9396,39,4,
225,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,24/12/22,MX,CARD NOT PRESENT,M,JALISCO,23,308.85,362,46,2,0
226,TDD,PIZZA DEPRIZZA        SN NICOLAS DE019,COMIDA RAPIDA,COMIDA RAPIDA,21/11/22,MX,CARD PRESENT,F,NUEVO LEON,42,143.18,7271,13,2,
227,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,16/02/23,MX,CARD NOT PRESENT,M,HIDALGO,24,14.94,4805,100,4,
228,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",17/12/22,MX,CARD NOT PRESENT,F,CHIAPAS,20,140.18,1508,39,2,1
229,TDC,JOHNNY S PLACE           LIMON,RESTAURANTE,"BARES,BEBIDAS ALCOHOLICAS,TABERNAS,DISCOTECAS",01/12/22,CR,CARD PRESENT,M,BAJA CALIFORNIA,49,96.26,6177,23,4,
230,TDC,UBER                  CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,25,19.93,8230,75,4,
231,TDC,PROC DAT DRIVE CR     CIUDAD DE MEX001,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,13/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,40.89,7588,66,4,
232,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,07/01/23,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,60,4,
233,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,12/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,25,268.18,2472,4,2,
234,TDC,MERPAGO*HBOMAXSUS     CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,15/12/22,MX,CARD NOT PRESENT,M,MEXICO,30,47.13,827,37,4,1
235,TDC,NETFLIX               CIUDAD DE MEX000,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,02/12/22,MX,CARD NOT PRESENT,M,DURANGO,42,159.15,4074,24,2,
236,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",14/12/22,MX,CARD NOT PRESENT,F,NUEVO LEON,33,36.34,1321,36,4,1
237,TDC,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",31/01/23,MX,CARD NOT PRESENT,M,MEXICO,22,88.28,5444,84,4,
238,TDD,OXXOPAPALOAPAN MTY    GUADALUPE NL NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",01/12/22,MX,CARD PRESENT,F,NUEVO LEON,27,105.96,7466,23,4,
239,TDC,STARBUCKS ENC OCEAN PBCIUDAD DE MEXDF,COMIDA RAPIDA,COMIDA RAPIDA,04/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,44,81.81,1964,26,4,
1232,TDD,D LOCAL*DIDI RIDES    CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",02/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,40.78,98,86,4,1
241,TDD,SC*CALIENTEMX2        TIJUANA BCN  001,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",14/01/23,MX,CARD NOT PRESENT,M,CHIHUAHUA,29,19.93,8031,67,4,
242,TDC,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",26/11/22,NL,CARD NOT PRESENT,F,NUEVO LEON,25,125.91,8309,18,4,
243,TDD,13730 STR MADERO      CIUDAD DE MEX00,RETAIL,ROPA CASUAL DAMAS LENCERIA,29/12/22,MX,CARD PRESENT,F,CIUDAD DE MEXICO,25,258.95,6640,51,2,
244,TDC,D LOCAL*SHEIN         CIUDAD DE MEX001,AGREGADOR,AGREGADOR,17/02/23,MX,CARD NOT PRESENT,M,DURANGO,42,137.15,4074,101,4,
245,TDD,VOLARIS WEB MXN       CIUDAD DE MEX001,TRANSPORTE AEREO,OTRAS LINEAS AEREAS -FLETES AEREOS NO CLASIFICADAS,22/01/23,MX,CARD NOT PRESENT,F,BAJA CALIFORNIA,32,484.5,4785,75,3,
246,TDC,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",19/11/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,41.82,4301,11,4,
247,TDC,FINCA SANTA VERACRUZ  SANTIAGO DE Q022,COMIDA RAPIDA,COMIDA RAPIDA,25/11/22,MX,CARD PRESENT,M,QUERETARO,39,45.38,1509,17,4,0
